beer_id,beer_Name,beer_Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Min_IBU,Max_IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
11,Organic Münster Alt,Altbier,8,Brauerei Pinkus Mueller,Notes:,5.1,3.7,25,50,35,31,5,35,50,55,5,52,66,8,77
12,Altbier,Altbier,8,Uerige Obergärige Hausbrauerei,"Notes:Uerige Alt is the most bittered beer in Germany. In spite of this (or just for that reason), this legendary Altbier from Düsseldorf is so full-bodied, aromatic and wholesome.Our top-fermented specialty has been brewed since 1862 from barley malt, caramel malt, roasted malt, hops, water - and with our very special Uerige yeast.Our Uerige Alt is regularly chosen among the ten best beers in Germany. It has an alcohol content of 4.7% and a minimum fresh date of eight weeks.Unser Uerige Alt wird regelmäßig unter die zehn besten Biere Deutschlands gewählt. Es hat einen Alkoholgehalt von 4,7% und ein Mindestfrischedatum von acht Wochen.",4.7,4.0,25,50,34,48,9,55,59,25,1,32,68,12,121
13,Gerst Amber,Altbier,8,Yazoo Brewing Company,"Notes:Check out a piece of Nashville brewing history! Gerst Brewery was the original Nashville brewery, but never recovered after prohibition. We are excited to partner with the Chandler Family, owners of the Gerst Haus Restaurant, to bring this beer back right where it belongs – Nashville, Tennessee.This is a very “clean” beer, with mostly German malts and a hint of flaked maize, remaining as true as possible to the original Gerst recipe.11 IBUs",5.1,3.54,25,50,10,19,1,21,30,11,4,8,24,2,65
14,Ad Astra Ale,Altbier,8,Free State Brewing Co.,"Notes:This ale is the first brewed in Kansas since pioneering days. The name ""Ad Astra comes from the Kansas State Motto - Ad Astra per Aspera, Latin words meaning ""To the Stars through Difficulties"". We've blended Pale, Caramel, and Munich malts for a rich amber beer. The hops balance this malty sweetness, and we've chosen Northern brewer and Fuggles hops for their flavor.24 IBU",5.6,3.69,25,50,7,30,5,43,43,13,1,13,50,6,93
15,Doppel Sticky,Altbier,8,Lagunitas Brewing Company,"Notes:This fruity, estery double altbier is brewed in the traditional-ish style of the Doppelsticke, which is the widely known secret Germanic-esque strong ale. Like it's California Common counterpart, we fermented this ale at a lower temperature to pull out the sulphur-y bite from the yeast, then dry-hopped it with some dank, Sticky hops, including some brand-spankin'-new Enigma hops from the great Down Under! 66 IBUs",7.7,4.07,25,50,24,44,27,79,73,88,2,114,92,9,51
16,Copperhead Ale,Altbier,8,Fordham Brewing Company,Notes:The name isn’t a coincidence. This Düsseldorf style Altbier blends caramelized malted barley with pronounced hop character to create a subtle copper hue. Copperhead Ale is famous for its signature balanced flavor & impeccable smoothness.	,5.2,3.37,25,50,9,32,9,29,54,13,1,11,32,2,112
17,Ten Years Alt,Altbier,8,Victory Brewing Company - Downingtown,"Notes:A Doppelsticke Altbier brewed for Victory Brewing's 10th Anniversary, released in Feb 2006 and debuting at BeerAdvocate's 3rd Annual Extreme Beer Fest in 2006. A dark ale with malty depth, but with the fragrance and bold, brassy tang of European hops. 8.5%. According to Victory, they believe that this could be the first Doppelsticke brewed in the US.",8.5,3.96,25,50,14,55,31,48,105,31,0,37,59,19,115
18,Three Blind Mice,Altbier,8,Mother's Brewing Company,"Notes:Three Blind Mice is inspired by our favorite qualities from English brown ales, German altbiers, and Irish reds. Mother’s trio of beer connoisseurs sipped away many a night, working to find this ideal combination. Mother’s beautiful brown beer is medium-bodied with caramel, toffee, and subtle chocolate malt flavors—all balanced by moderate hop notes and a clean, dry finish.Three Blind Mice combines components of several malty beers for the unique brown beer experience you've been missing. After lots of research to find the perfect styles for our base, the clear winners were the lighter body and caramel characters of Irish red ales, the soft chocolate and toffee flavors from English brown ales, and the hop component and balance of German altbiers. We used traditional elements from each beer style and added our own touch for one incredible brown beer.24 IBU",5.5,3.57,25,50,11,58,6,47,49,5,1,3,50,5,110
19,Ishmael,Altbier,8,Rising Tide Brewing Company,"Notes:Ishmael is our richly-flavored American copper ale. This American interpretation of the altbiers of Düsseldorf is brewed with continental Munich malt, American-grown hops, and a clean-fermenting ale yeast to produce a slightly sweet and malty beer balanced by a firm bitterness.	",4.9,3.71,25,50,17,41,1,55,43,18,1,20,80,7,103
20,Headwall Alt,Altbier,8,Tuckerman Brewing Co.,"Notes:This is traditional style of altbeir from Düsseldorf, Germany. Alt literally means old in German. Staying as true to the recipe as possible, the Headwall Alt is brewed using German malts, plus German and American hops. Like the Pale Ale, the Headwall Alt is cold conditioned, dry-hopped and krausened in the bottle or keg. Similar to the Pale Ale, the process takes about 30 days.",4.5,3.69,25,50,19,42,13,54,62,19,0,25,64,10,135
21,Alt-eration Ale,Altbier,8,Hops & Grain Brewing,Notes:,5.0,3.81,25,50,21,43,3,54,54,7,0,10,60,9,111
22,Schell's Schmaltz's Alt,Altbier,8,August Schell Brewing Company,"Notes:One of Warren's favorite pastimes back in the 30's was a trip to the city dump to shoot rats–so much that it was a common date for him and his wife-to-be, Casey. The manager of the city dump was John Schmaltz–hence the nickname ""Schmaltz"" Marti. We hope you enjoy our Schmaltz's Alt, a creamy smooth dark alt brewed even better than before.",5.1,3.75,25,50,21,72,9,48,102,25,1,50,43,13,176
23,Balt Altbier,Altbier,8,Union Craft Brewing Company,"Notes:A Brewing TraditionThis German-style Altbier is our nod to an old world, old school ale. The word “Alt” is German for “old”, and refers to the traditional style of brewing before lager yeast was discovered. Balt is a dark, copper colored brew with a creamy head, a gentle bitterness and a clean, dry finish. Prost Hon!BITTERNESS (IBU): 45COLOR: Copper/AmberMALT: Pilsner, Munich,Cara Munich, CarafaHOPS: Perle,TettnangYEAST: German Alt",5.5,3.8,25,50,27,65,10,45,75,22,1,29,68,12,132
24,Frankenheim Alt,Altbier,8,Privatbrauerei Frankenheim,Notes:,4.8,3.76,25,50,19,43,5,39,43,13,1,6,45,8,97
25,Iron Works Alt,Altbier,8,Metropolitan Brewing,"Notes:An assertively hoppy top-fermented beer, polished by the wisdom and patience of lagering. Think of it as an octogenarian with a punk rock attitude. Slightly dry, this beer pairs well with hearty cuisine. We also suggest sipping it on its own; the complexity will keep you entertained and happy.45 IBU",5.5,3.84,25,50,37,50,16,60,84,32,0,46,83,19,121
26,Diebels Premium Altbier,Altbier,8,Brauerei Diebels GmbH & Co KG,Notes:,4.9,3.72,25,50,21,27,5,37,33,13,0,13,45,10,70
27,Mission Amber,Altbier,8,Mission Brewery,Notes:,5.0,3.47,25,50,24,36,9,59,55,20,2,18,80,7,132
28,Hövels Original,Altbier,8,Hövels Hausbrauerei,Notes:,5.5,3.71,25,50,22,38,10,47,54,10,1,14,68,2,117
29,Secret Spot Alt Ale,Altbier,8,Evolution Craft Brewing Company,Notes:,6.3,3.58,25,50,14,53,16,69,67,29,0,23,87,18,103
30,Hoppeditz,Altbier,8,Freigeist Bierkultur,Notes:,7.5,3.91,25,50,18,55,23,72,92,21,0,52,75,47,129
31,Lighthouse Amber,Altbier,8,Cheboygan Brewing Company,"Notes:Our German style Alt has a brilliant amber hue, and silky smooth medium body. Its light tan head is thick, retaining, and laces the glass all the way down. A Noble hop aroma up front finishes with a caramel malt nose. Our old world brewing method brings out a light toasted-bread flavor you’ll want to savor again and again. It’s a mouthwatering, thirst quenching delight.	",5.25,3.64,25,50,11,67,5,35,86,21,0,28,54,4,138
32,Copper ALT.,Altbier,8,Zipline Brewing Co,"Notes:Zipline Brewing Co.’s Copper Alt. is an altbier, which is a unique German hybrid between an ale and a lager. This bronzed brew is designed to be extremely drinkable, with subtle nuances of chocolate and hazelnut. A late gift of Sterling hops in this brew leaves a little hoppiness for your palate to ponder before the next sip.Hops: Magnum, Hallertau & SterlingMalts: Pilsner, Carahell, Special B, Caramel, & Carafa5.2% ABV26 IBUGold medal for German-Style Altbier at the GABF 2015.",5.2,3.73,25,50,24,47,9,43,71,21,0,26,69,9,134
33,Série Signature Sticke Alt,Altbier,8,Les Trois Mousquetaires,"Notes:Malts: Pilsner, Pale, Caramel 60, Caramel 160/ 74 IBU / Hops: Magnum, N Brewer, HallertauOG: 15.3ºP FG:4.3ºP / SRM: 19 / 12 month aging",6.0,3.87,25,50,17,57,14,96,106,23,0,42,122,11,130
34,Simple Means,Altbier,8,Jester King Brewery,Notes:,5.6,3.82,25,50,36,55,14,34,88,75,4,43,45,97,97
35,Crooked Coast Altbier,Altbier,8,Driftwood Brewery,"Notes:Inspired by the original Alt-style beer of Dusseldorf, Crooked Coast brings together the aromas of German noble hops and Munich malt to produce a very refreshing and mellow ale that is the perfect companion on any shape of coast.	",5.1,3.88,25,50,20,36,7,76,47,39,2,40,100,8,76
36,Gravel Road,Altbier,8,Rahr & Sons Brewing Company,Notes:,7.25,3.54,25,50,5,48,6,54,66,11,0,16,52,9,109
37,Little Red Cap,Altbier,8,Grimm Brothers Brewhouse,"Notes:Altbier is German for “Old Beer”, this refers to the “old” style of brewing using an ale yeast (As opposed to a lager yeast fermentation which is a relatively new process). This beer originated in the Westphalia region of Germany in a town named Dusseldorf. Due to the cool climate of Dusseldorf, Altbiers employee an ale yeast that has evolved over time to ferment at somewhat cooler temperature than that of other ale yeasts. This cool fermentation produces subtle yeast derived esters and leaves a clean malty beer. In addition to this cool clean fermentation, altbiers are then lagered at cold temperatures to help smooth and refine the beer. The result of this is a very clean and hoppy red ale.Coming in at 6.2% ABV and IBUs Little Red Cap is an easy drinking hop forward beer worthy of its heritage. We use a bit of Cascade hop to give it an “American Twist” while maintaining its German heritage. This beer won a Gold Medal at the 2011 and 2016 GABF and a Bronze at the 2012 GABF. It also won a Silver Award at the 2016 World beer cup.",5.2,3.63,25,50,27,39,18,47,52,28,4,24,59,6,100
38,Festivale,Altbier,8,Beau's All Natural Brewing Company,"Notes:Festivale is an amber ale, with balanced high-intensity maltiness and hop presence. Caramunich malts give Festivale its colour and a rich caramel sweetness. Festivale bucks the trend of pale summer beers, offering up amber hues and tastiness for a unique result that is both quaffable and refreshing.40 IBU",4.7,3.69,25,50,29,30,9,72,77,20,0,20,104,10,141
39,Duckstein Rotblondes Original,Altbier,8,Duckstein GmbH,Notes:,4.9,3.51,25,50,17,31,5,50,28,10,0,11,51,15,80
40,Moby D,Altbier,8,Buzzards Bay Brewing,Notes:,5.0,3.58,25,50,26,37,14,65,57,33,0,33,107,3,98
41,Scruffy's Smoked Alt,Altbier,8,Cedar Creek Brewery,"Notes:Our goal is to have a very drinkable beer with a nice smoked quality that will pair well with food and be something a little different. We blend a good amount of German Rauch malt, that is smoked with beachwood, with a US two-row malt, Crystal 40, Crystal 120 and a bit of Pale Chocolate Malt. We use enough US Magnum & Willamette hops to balance the malty sweetness of the German Alt yeast used to ferment the beer. That leaves moderately smokey notes that comes through mostly in the flavor that is balanced with the slight fruity flavor that the Alt yeast will give you. A very session-able smoked ale with enough bitterness to balance the other flavors.",5.1,3.68,25,50,18,45,11,29,39,28,3,21,31,130,91
42,Über Alt,Altbier,8,Rush River Brewing Company,"Notes:Our Alt is a much stronger version of the traditional Dusseldorf Altbiers. An ancient style from the Rhineland, Altbiers are ales that were virtually wiped out by German lagers in the 1800’s. We use plenty of European hops and German pilsner malts to brew a remarkably clean beer. We then rest it in the cooler for two months to achieve the mellow finish that is the Überalt’s trademark.",8.5,3.96,25,50,32,64,28,47,135,49,2,65,55,15,182
43,Füchschen Alt,Altbier,8,Brauerei Im Füchschen,Notes:,4.5,4.14,25,50,33,54,13,52,57,10,0,14,68,15,100
44,Sticke It To The Man,Altbier,8,O'Fallon Brewery,Notes:,7.5,3.41,25,50,18,55,50,51,87,22,0,39,47,6,96
45,Creemore Springs Collaboration Altbier,Altbier,8,Creemore Springs Brewery Limited,"Notes:With a goal of celebrating Creemore’s 25th anniversary in a big way, Creemore Brewmaster Gordon Fuller and head brewer Bryan Egan travelled to Düsseldorf in early 2012, to immerse themselves in German brewing culture. Learning trade secrets from the brewers at Zum Schlüssel allowed them to create a unique and special variety of their own Altbier at home in Canada. Follow their journey on our blog.28 IBU",5.0,3.64,25,50,26,61,6,50,69,27,0,22,73,8,144
46,Evan Altmighty,Altbier,8,Blue Mountain Brewery,"Notes:34 IBUPilsner, CaraPils and Vienna MaltsHallertau Mittelfruh HopsAle YeastDeep Well Water",6.6,3.66,25,50,21,39,7,40,62,34,0,47,65,5,80
47,ALTerior Motive,Altbier,8,COAST Brewing Company,"Notes:Our altbier is crafted after the authentic, or sticke, style that originated in Germany. It is extremely malty, aggressively hoppy and cold conditioned for a clean, smooth finish.	",6.3,4.05,25,50,27,61,11,56,61,46,0,40,77,14,110
48,GPA (German Pale Ale),Altbier,8,3 Nations Brewing Co.,"Notes:A German style pale ale debatably does not exist in the craft beer industry. Until now. 3 Nations’ German Pale Ale (GPA) is our experiment turned calling card. We couldn’t be more proud of the way this beer’s enormous citrus, passion fruit, and lemony like aromas blend with a bitterness that gives it a recognizable finish. Plus, the well-rounded malt profile balances out the American hops. That’s right, we used American hops to brew this cross of a German Alt/Koelsch. It’s not blasphemy. Just a revised version of a traditional style, with a little greatness mixed in.",5.2,3.82,25,50,6,12,1,45,17,36,0,39,50,0,23
49,The Detroit Dwarf,Altbier,8,Detroit Beer Co.,"Notes:""This beer has won a bronze, silver and gold as an Alt at the Great american beer festival, and now a silver at the world beer cup as an Alt.""	",6.8,3.63,25,50,19,57,13,42,68,25,0,29,54,12,70
50,Alternate Dimension,Altbier,8,Trader Joe's Brewing Company,Notes:,5.6,3.66,25,50,25,50,12,72,61,20,0,21,59,26,139
51,Bigfoot,Barleywine - American,97,Sierra Nevada Brewing Co.,"Notes:Bigfoot is a beast of a beer, brimming with bold flavors of bittersweet malt and heaps of aggressive whole-cone Pacific Northwest hops. First introduced in the winter of 1983, Bigfoot is a cult-classic beer brewed in the barleywine style, meaning a strong, robust, bruiser of a beer with the refined intensity of a wine. Bigfoot is prized by beer collectors for its supreme cellarability. Under the proper conditions, it can age like a fine wine, developing new flavors and character as it matures in the bottle. Each new release or “expedition” is vintage dated. Collect your own and see the flavors develop and progress.",9.6,4.17,60,100,11,47,37,88,73,31,0,46,90,0,77
52,Third Coast Old Ale,Barleywine - American,97,Bell's Brewery - Eccentric Café & General Store,"Notes:From Bell's website:""Third Coast Old Ale is a cellerable American-style barleywine that has notes of dried fruit and caramel embedded in a rich malt background that will grow more complex over time.""	",10.2,4.13,60,100,8,38,29,39,99,32,0,57,37,7,72
53,Olde School Barleywine,Barleywine - American,97,Dogfish Head Craft Brewery,"Notes:Bold, yet smooth! Fermented with dates and figs, this bone-crushing barleywine has a unique flavor.85 IBUABV varies from 13-16%.",15.0,4.02,60,100,20,55,82,56,170,30,0,107,43,13,62
54,Brewer's Reserve Bourbon Barrel Barleywine,Barleywine - American,97,Central Waters Brewing Co.,Notes:Aged for 1 year in used bourbon barrels.,14.3,4.33,60,100,11,65,94,40,142,25,0,63,23,27,133
55,Old Ruffian,Barleywine - American,97,Great Divide Brewing Company,"Notes:Old Ruffian is a hefty, hop-forward barley wine. Seemingly mellow at the start with subtle fruit aromas and complex caramel sweetness, it quickly becomes aggressive with its bold hop flavors and huge hop bitterness. Ultimately, the big body, succulent sweetness and massive hop character come together to work wonders on your palate.	",10.2,4.22,60,100,6,55,31,107,97,27,1,57,120,14,119
56,Old Horizontal,Barleywine - American,97,Victory Brewing Company - Downingtown,"Notes:Massive amounts of barley malts, combined with fresh harvest American hops make it aromatic and spicy on the nose. Floral, fruity aromas slide into honeyed malt depth with lingering sensations of candied and citrus fruit. Late warming alcohol brings all of these flavors into wonderful harmony to finish.Malt: Imported 2 row German maltsHops: Whole flower American hopsFood Pairings: Meat pies and English cheese",11.0,4.06,60,100,9,49,45,78,83,36,1,52,97,12,117
57,Behemoth,Barleywine - American,97,3 Floyds Brewing Co.,"Notes:A huge, sweet barleywine with complex caramel malt notes, balanced by generous hopping and a high alcohol content. This fruity and malty beer is best enjoyed while keeping warm in the brutal winter months.80 IBU2005 Bottle release - Pink Wax 2007 Bottle release - Yellow Wax, hands not skull on flat finish label (Brewed in Nov 06) 2008 Bottle release - Purple Wax 2009 Bottle release - Blue Wax2010 Bottle release - Green Wax2011 Bottle release - White Wax2011 Bottle release - Yellow Wax, glossy label, skull on label (Ohio only)2012 Bottle release - Red Wax2013 Bottle release - Orange Wax2014 Bottle release - Blue Wax2015 Bottle release - Purple Wax2016 Bottle release - Black Metallic Wax2017 Bottle release - Silver Wax",10.5,4.24,60,100,18,71,52,90,125,72,0,101,105,24,105
58,Olde GnarlyWine,Barleywine - American,97,Lagunitas Brewing Company,"Notes:2011: 10.6% ABV, 69 IBU",10.9,4.09,60,100,14,49,44,47,74,28,0,43,68,17,89
59,Old Numbskull,Barleywine - American,97,AleSmith Brewing Company,Notes:,11.0,4.14,60,100,14,58,36,52,117,29,0,54,67,13,122
60,Flying Mouflan,Barleywine - American,97,Tröegs Brewing Company,Notes:This strong alluring ale is two beers in one. Cracking open a fresh bottle unleashes hops and heat with more than 100 IBUs emanating from three hop varieties and sweet burn of 9.3% ABV. Cellaring the Flying Mouflan in a cool dark place at 50 degrees for a minimum of four months will mellow out the hops and wash away the heat. If you can resist temptation you will be rewarded with two memorable beers in a single bottle.,9.3,4.15,60,100,17,74,41,66,143,38,1,78,72,11,130
61,Bigfoot - Barrel-Aged,Barleywine - American,97,Sierra Nevada Brewing Co.,Notes:,12.2,4.18,60,100,7,60,74,48,82,20,0,53,50,20,92
62,XS Old Crustacean,Barleywine - American,97,Rogue Ales,"Notes:Formerly ""Old Crustacean""8 Ingredients:Hugh Baird Carastan and Rogue Micro Barley Farm DareTM & RiskTM Malts; Chinook and Rogue Micro Hopyard Revolution & Freedom Hops, Pacman Yeast & Free Range Coastal Water.25º PLATO110 IBU83 AA57º Lovibond",11.5,4.05,60,100,13,51,35,88,80,41,0,65,86,14,83
63,Doggie Claws,Barleywine - American,97,Hair Of The Dog Brewing Company / Brewery And Tasting Room,"Notes:""a Barley Wine made in the West Coast style. Big malt and hops make this copper colored ale one of our most popular products. Produced in September and October and released in November, this Beer will improve for years to come. Alcohol: 11.5% by volume. IBU's 70""",11.5,4.18,60,100,14,55,34,66,102,36,1,53,82,22,98
64,A Deal With The Devil,Barleywine - American,97,Anchorage Brewing Company,Notes:Barleywine style ale brewed with Galaxy Hops. A starting gravity of 37 Plato. Aged eleven months in Cognac barrels.,17.3,4.57,60,100,4,68,33,31,141,26,0,66,15,20,88
65,Helldorado,Barleywine - American,97,Firestone Walker Brewing Co.,"Notes:Part of the adventure of aging beer in retired spirits barrels is the synergistic interaction of different malt flavors with the oak and spirit flavors from the barrel. Darker beers like stouts and darker barley wines have typically been the favored candidates for barrel-aging, due to their deeper caramel and roasted flavors. Helldorado breaks that mold with a deep golden color from being brewed solely with English and American pale malts. The bready, honeyed flavors of pale malts pull out rich wildflower honey, vanilla and coconut notes from the oak, creating an overall flavor evocative of bourbon-glazed graham crackers that stands as singularly unique in our Vintage lineup.	",12.8,4.29,60,100,6,39,56,25,101,23,5,45,48,21,134
66,Cockeyed Cooper,Barleywine - American,97,Uinta Brewing Company,Notes:Aged in bourbon barrels.65 IBU,11.1,3.96,60,100,12,62,66,38,52,20,0,32,42,22,103
67,Solstice D'hiver,Barleywine - American,97,Brasserie Dieu du Ciel!,"Notes:This noble winter beer is brown in colour with flaming red highlights. It has a complex aroma of fruits, alcohol and hops. Its taste is delicately sweet and liquor-like with a hint of burnt caramel. It is a very bitter beer with aromas and flavours reminiscent of red fruit. The aftertaste is accentuated by the wonderful flavour of hops.	",10.2,3.94,60,100,23,54,61,70,125,33,0,54,62,22,119
68,Anniversary Barley Wine Ale,Barleywine - American,97,Uinta Brewing Company,"Notes:Rich and complex, this all malt barley wine exhibits hints of dried fruits, toffee and caramel balanced by an abundance of American hops.72 IBU",10.4,3.87,60,100,7,47,39,64,97,27,1,46,67,2,110
69,Barleywine Style Ale,Barleywine - American,97,Green Flash Brewing Co.,Notes:,10.9,3.9,60,100,12,44,35,70,74,39,1,45,81,17,99
70,Lower De Boom Barleywine,Barleywine - American,97,21st Amendment Brewery,Notes:,11.5,3.8,60,100,11,60,47,67,110,73,2,120,98,6,100
71,Killer Penguin Barleywine,Barleywine - American,97,Boulder Beer / Wilderness Pub,"Notes:This limited, small-batch release is dark garnet red in color with a candied-fruit like aroma and flavor. At 10% ABV, Killer Penguin is a big barleywine that comes across very smooth and extremely balanced -- the perfect beer to share among friends.",10.0,3.59,60,100,8,34,33,29,70,28,0,41,35,4,67
72,Great,Barleywine - American,97,Alpine Beer Company,"Notes:The base of this beer was available at a couple of festivals as a barleywine named ""Good"". The remainder of the batch spent several months aging in fresh Jack Daniels barrels and became ""Great"".	",14.0,4.56,60,100,8,47,36,14,81,14,0,35,10,10,76
73,Griffin's BowBoston Beer Company (Samuel Adams),Barleywine - American,97,Boston Beer Company (Samuel Adams),"Notes:From the aroma and notes of sweet honeysuckle, pineapple, and grapefruit, to richer hints of burnt sugar, and toffee, this intriguing brew is full of complex flavors. The distinct character of toasted oak adds depth and contrasts the light fruit sweetness. This unique take on a barley wine ale surprises with its smoothness and balance of fruit, hop citrus, and warmth.Hops: Nelson Sauvin, ZeusMalts: Two-Row Harrington, Metcalfe, Copeland Pale, Paul’s CaramaltAged on toasted oak	",11.5,3.56,60,100,5,65,41,60,146,78,0,117,71,25,104
74,Sisyphus,Barleywine - American,97,Real Ale Brewing Company,Notes:,11.5,3.97,60,100,11,68,37,80,109,67,0,83,96,5,87
75,Gratitude,Barleywine - American,97,East End Brewing Company,"Notes:A limited edition Barleywine Style Ale, brewed in November in the American tradition and hand packaged to specially commemorate the anniversary of the brewery each year.Gratitude Wax Colors:2005-Red Wax2006-Orange Wax2007-Yellow Wax2008-Green Wax2009-Blue Wax2010-Indigo Wax2011-no wax, blank cap (Flatitude)2012-no wax, ""12"" on cap (Flatitude)2013-Violet Wax2014 - red wax, label made to look like paper",11.5,4.29,60,100,10,69,31,66,124,43,1,60,77,10,108
76,Barleywine Ale,Barleywine - American,97,The Duck-Rabbit Craft Brewery,"Notes:The Duck-Rabbit Barleywine is the hoppiest of all the Duck-Rabbit brews. This is a Farmville-style Barleywine, crafted the way brewers in Farmville have always done. Loads of Amarillo hops give a piney citrusy bitterness that's supported beautifully by a toffee malt backbone.	",11.0,3.86,60,100,14,57,43,86,86,36,1,61,96,16,95
77,The Vermonster,Barleywine - American,97,Rock Art Brewery,Notes:We brewed The Vermonster with 110 pounds of malt per barrel and jacked up the pour into a wide mouth thin glass goblet.,10.0,3.9,60,100,34,41,29,86,50,28,0,34,114,9,83
78,Smuttynose Barleywine Style Ale (Big Beer Series),Barleywine - American,97,Smuttynose Brewing Company,"Notes:First brewed in England, these potent, malty monsters were frequently aged before being put into small bottles and sold as strong beers or even medicinal tonics. The American version has been blown up with more alcohol, larger bottles and more hops.Smuttynose Barleywine straddles these two branches of the barleywine tree. When you taste it, you’ll notice deep, rich caramel malt flavors, balanced with hop bitterness. Fruity hop flavors act as a garnish for its amped-up but classic flavor. For a more refined experience, tuck a few bottles away for a year or two. The alcohol will mellow and the hop aromas will fade into the background, leaving the luscious malt to shine on its own.65 IBU2007 - 11.4%2009 - 11.1%",11.6,3.99,60,100,11,75,43,89,89,46,0,54,106,17,97
79,Freudian Slip,Barleywine - American,97,Evil Twin Brewing,"Notes:Did you also at some point in your life get seduced by promising words like ‘probably (not) the best in the world’, ‘it (doesn’t really) work every time’ etc. This American Barley Wine says it how it is. It’s intense, attention seekingly hoppy and definitely your kind of beer. A beer with a big ego, drive and a huge thirst for recognition.	",10.3,3.81,60,100,9,42,40,84,113,34,0,73,93,11,80
80,John Barleycorn Barleywine Ale,Barleywine - American,97,Mad River Brewing Company,Notes:Same recipe each year. ABV varies slightly 9.5-11.0%,11.4,3.78,60,100,12,71,61,57,98,48,1,59,59,14,89
81,Barrel Aged Behemoth,Barleywine - American,97,3 Floyds Brewing Co.,Notes:American barleywine aged in Woodford Reserve bourbon barrels.	,12.5,4.38,60,100,13,58,66,38,86,36,0,61,42,35,92
82,Old Ruffian - Barrel-Aged,Barleywine - American,97,Great Divide Brewing Company,Notes:,12.7,4.19,60,100,18,67,94,43,134,34,0,57,53,32,132
